age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,poutcome,y
53,admin.,single,primary,no,0,yes,no,cellular,7,may,176,1,other,0
28,services,single,secondary,no,340,yes,no,cellular,24,jul,821,2,unknown,1
84,entrepreneur,married,secondary,no,0,no,no,telephone,30,sep,992,2,unknown,1
24,management,single,tertiary,no,1,no,no,cellular,14,may,396,5,unknown,1
34,services,single,secondary,no,215,no,no,cellular,28,jul,56,5,unknown,0
47,technician,married,secondary,no,1981,yes,no,cellular,21,jul,919,2,unknown,1
38,management,single,tertiary,no,8,yes,no,cellular,28,jul,219,2,unknown,0
60,retired,married,primary,no,364,yes,no,unknown,6,may,631,2,unknown,0
60,admin.,divorced,secondary,no,12039,no,no,telephone,8,apr,236,1,unknown,1
44,blue-collar,divorced,secondary,no,558,yes,no,unknown,7,may,485,1,unknown,0
33,technician,single,secondary,no,-32,no,no,cellular,25,aug,196,12,unknown,0
43,housemaid,single,primary,no,800,yes,no,cellular,13,may,902,1,unknown,1
30,management,single,tertiary,no,2876,no,no,cellular,6,aug,103,4,unknown,0
35,blue-collar,single,primary,no,-276,yes,no,cellular,13,may,850,1,unknown,1
45,technician,married,secondary,no,2403,no,no,cellular,21,nov,207,1,unknown,0
36,management,married,primary,no,1506,no,no,cellular,14,aug,326,3,unknown,1
58,admin.,married,secondary,no,2777,yes,no,telephone,2,nov,214,3,unknown,0
30,technician,single,secondary,no,359,yes,no,cellular,7,may,362,1,failure,0
46,admin.,married,secondary,no,660,no,no,cellular,6,aug,740,2,unknown,1
52,entrepreneur,married,tertiary,yes,-468,no,no,cellular,8,jul,534,1,unknown,1
64,management,married,primary,no,0,yes,no,cellular,16,feb,65,1,unknown,0
55,blue-collar,married,secondary,no,0,no,no,unknown,16,jun,73,3,unknown,0
48,management,single,tertiary,no,5689,no,no,cellular,12,feb,262,1,unknown,1
35,blue-collar,married,secondary,no,667,yes,no,cellular,14,may,10,5,other,0
47,blue-collar,married,primary,no,205,yes,no,unknown,8,may,128,2,unknown,0
46,management,married,tertiary,no,477,yes,no,unknown,20,may,128,6,unknown,0
31,technician,married,tertiary,no,-502,yes,yes,unknown,26,may,523,2,unknown,0
42,services,married,tertiary,no,12223,yes,no,cellular,19,nov,36,1,unknown,0
45,technician,divorced,secondary,no,146,no,no,cellular,8,jul,216,1,unknown,0
21,student,single,unknown,no,53,no,no,cellular,14,jun,270,1,unknown,1
36,blue-collar,married,secondary,no,537,no,yes,cellular,7,jul,206,6,unknown,0
37,management,divorced,tertiary,no,-42,yes,no,cellular,14,may,668,2,unknown,1
30,services,single,tertiary,no,-477,no,yes,cellular,21,aug,1532,2,unknown,1
37,unemployed,single,secondary,no,2722,no,no,telephone,27,apr,426,2,other,1
64,retired,married,secondary,no,571,yes,no,cellular,20,apr,1422,2,unknown,1
54,retired,married,secondary,no,1371,no,no,telephone,25,jul,1492,2,unknown,1
30,technician,single,secondary,no,9645,no,yes,cellular,26,aug,130,10,unknown,0
60,admin.,divorced,secondary,no,3020,yes,no,unknown,15,may,131,1,unknown,0
35,management,divorced,tertiary,no,146,no,no,cellular,20,nov,392,2,success,0
26,management,single,tertiary,no,4683,yes,no,telephone,5,nov,5,1,unknown,0
44,blue-collar,married,unknown,no,146,yes,no,unknown,15,may,483,1,unknown,1
32,blue-collar,single,secondary,no,70,yes,no,unknown,26,may,118,6,unknown,0
38,entrepreneur,married,secondary,no,61,yes,yes,unknown,28,may,170,5,unknown,0
56,services,married,secondary,yes,-8,no,no,cellular,6,aug,159,2,unknown,0
54,retired,single,secondary,no,515,yes,no,cellular,6,feb,115,2,failure,0
35,blue-collar,single,primary,no,85,no,no,cellular,15,may,213,1,failure,0
77,retired,married,tertiary,no,1047,no,no,cellular,30,jun,108,5,unknown,0
46,management,married,tertiary,no,349,no,no,cellular,15,feb,295,2,failure,1
49,management,single,tertiary,no,5689,no,no,cellular,31,aug,470,1,failure,1
37,management,single,secondary,no,792,yes,no,unknown,16,may,1187,4,unknown,1
33,entrepreneur,divorced,tertiary,no,37,no,yes,cellular,8,jul,1082,1,unknown,1
25,blue-collar,single,primary,no,52,yes,no,unknown,24,jun,528,2,unknown,1
33,admin.,single,tertiary,no,475,yes,no,cellular,7,may,1046,1,unknown,1
37,services,single,secondary,no,278,yes,no,unknown,3,jun,1045,3,unknown,1
47,management,married,tertiary,no,1147,no,no,cellular,2,jun,654,1,failure,1
25,blue-collar,single,secondary,no,612,yes,no,cellular,21,jul,172,4,unknown,0
45,technician,married,secondary,no,879,no,no,cellular,7,jul,621,2,unknown,1
79,retired,married,primary,no,429,no,no,telephone,8,jul,1006,2,unknown,1
34,management,divorced,tertiary,no,140,no,no,cellular,22,aug,80,4,unknown,0
57,blue-collar,married,unknown,no,4722,yes,no,unknown,18,jun,121,2,unknown,0
33,technician,married,secondary,no,852,no,no,cellular,14,aug,388,8,unknown,0
46,management,married,tertiary,no,39,yes,yes,cellular,21,nov,64,1,unknown,0
38,blue-collar,single,unknown,no,241,yes,no,unknown,28,may,172,2,unknown,0
39,technician,married,secondary,no,994,no,no,cellular,5,feb,221,1,failure,0
33,blue-collar,single,secondary,no,-14,yes,no,cellular,14,may,223,2,unknown,0
33,admin.,single,secondary,no,91,yes,no,cellular,17,apr,400,2,unknown,0
72,retired,married,secondary,no,1533,no,no,cellular,16,dec,546,2,unknown,1
54,blue-collar,married,secondary,no,466,no,no,cellular,29,aug,436,4,unknown,0
32,management,married,tertiary,no,937,no,no,cellular,28,aug,90,1,failure,0
50,admin.,divorced,unknown,no,4204,no,no,unknown,19,jun,335,2,unknown,0
28,blue-collar,married,secondary,no,751,yes,no,cellular,22,jul,598,5,unknown,1
35,technician,married,secondary,no,0,yes,no,cellular,19,nov,644,4,unknown,1
48,admin.,divorced,secondary,no,83,yes,no,cellular,13,may,1101,1,unknown,1
24,student,single,secondary,no,23878,no,no,cellular,18,feb,185,1,unknown,1
52,technician,married,secondary,no,117,no,no,cellular,26,feb,959,3,success,1
52,admin.,married,secondary,no,5122,no,yes,cellular,7,aug,218,7,unknown,0
33,admin.,single,tertiary,no,701,yes,no,cellular,18,may,59,2,unknown,0
31,entrepreneur,single,tertiary,no,247,yes,yes,unknown,2,jun,273,1,unknown,0
55,retired,divorced,secondary,no,282,yes,no,unknown,5,jun,99,2,unknown,0
60,technician,married,secondary,no,316,no,no,cellular,4,may,545,2,failure,1
38,technician,divorced,secondary,no,0,yes,no,cellular,16,apr,867,1,unknown,0
31,technician,single,tertiary,no,454,no,no,cellular,30,apr,266,1,unknown,1
46,technician,married,secondary,no,-408,yes,yes,telephone,7,may,138,4,other,0
43,services,married,primary,no,822,yes,no,unknown,16,may,112,1,unknown,0
22,student,single,secondary,no,948,no,no,telephone,25,feb,169,1,success,1
84,retired,divorced,primary,no,639,no,no,telephone,18,may,353,3,unknown,1
36,technician,married,secondary,no,2473,no,no,cellular,28,aug,965,4,unknown,1
38,services,married,secondary,no,775,no,no,cellular,12,feb,1835,3,success,1
27,admin.,single,secondary,no,4745,no,no,telephone,12,nov,411,4,other,1
27,technician,divorced,secondary,no,1977,yes,no,cellular,22,may,449,1,unknown,1
28,self-employed,single,tertiary,no,0,yes,no,unknown,26,may,1560,2,unknown,1
31,blue-collar,divorced,secondary,no,0,yes,yes,cellular,18,jul,913,4,unknown,1
44,blue-collar,married,primary,no,271,yes,yes,unknown,9,may,94,1,unknown,0
30,technician,single,tertiary,no,880,yes,yes,unknown,19,may,967,6,unknown,1
53,technician,married,secondary,no,65,no,no,cellular,25,aug,41,2,unknown,0
34,unemployed,married,secondary,no,978,no,no,cellular,3,jun,262,2,success,1
34,blue-collar,single,tertiary,no,97,no,no,cellular,14,may,67,3,unknown,0
33,management,single,tertiary,no,-53,no,no,cellular,29,jan,617,2,unknown,0
55,blue-collar,married,unknown,no,-361,yes,no,telephone,11,may,82,2,failure,0
39,entrepreneur,married,tertiary,no,942,yes,no,cellular,14,aug,880,3,other,1
37,services,married,secondary,no,0,no,no,unknown,20,jun,12,14,unknown,0
44,services,divorced,secondary,no,1,yes,no,unknown,6,may,235,4,unknown,0
65,retired,married,secondary,no,3409,no,no,cellular,15,feb,92,2,unknown,0
29,admin.,single,secondary,no,306,yes,no,cellular,18,may,774,4,unknown,1
49,technician,divorced,unknown,no,387,no,no,cellular,28,jan,325,1,unknown,1
67,technician,married,secondary,no,0,no,no,cellular,13,aug,1152,2,success,0
33,technician,single,tertiary,no,8097,no,yes,cellular,21,aug,500,2,unknown,0
51,management,married,tertiary,no,25856,no,no,cellular,14,aug,129,2,unknown,0
58,admin.,married,secondary,no,169,no,no,cellular,13,may,336,3,success,1
43,blue-collar,divorced,primary,no,515,yes,no,cellular,13,apr,199,2,failure,0
59,technician,married,secondary,no,116,no,no,cellular,12,aug,398,4,failure,1
47,management,divorced,unknown,no,582,yes,yes,unknown,16,jun,123,2,unknown,0
55,admin.,married,secondary,no,512,no,no,cellular,18,aug,115,4,unknown,0
28,technician,single,tertiary,no,183,yes,yes,unknown,28,may,62,2,unknown,0
26,management,single,tertiary,no,222,no,no,cellular,26,oct,318,1,success,1
69,retired,married,secondary,no,148,no,no,telephone,4,sep,101,1,unknown,0
51,retired,married,primary,no,1495,no,no,telephone,25,jul,1946,4,unknown,1
58,housemaid,married,primary,no,260,yes,no,telephone,15,may,71,5,failure,0
37,admin.,divorced,tertiary,no,4708,no,no,cellular,2,jun,238,1,success,1
43,management,married,tertiary,no,3186,no,no,cellular,16,nov,380,1,failure,1
44,blue-collar,married,primary,no,582,no,no,cellular,21,jul,83,2,unknown,0
41,management,married,primary,no,-4,yes,yes,unknown,13,may,181,3,unknown,0
29,management,single,tertiary,no,92,no,no,cellular,2,mar,175,5,unknown,1
40,admin.,married,secondary,no,947,no,no,unknown,6,jun,160,1,unknown,0
35,blue-collar,married,secondary,no,876,yes,no,cellular,20,apr,318,1,unknown,0
31,technician,single,tertiary,no,645,yes,no,cellular,6,may,14,6,unknown,0
41,management,married,secondary,no,456,yes,no,cellular,11,aug,734,4,unknown,1
31,technician,single,secondary,no,846,no,no,cellular,26,may,405,3,failure,1
37,technician,single,secondary,no,-242,yes,no,cellular,13,aug,1149,6,unknown,1
51,housemaid,married,primary,no,605,no,no,cellular,28,aug,270,14,unknown,0
60,management,married,primary,no,92,no,no,telephone,2,feb,447,1,unknown,0
33,management,married,tertiary,no,5878,no,no,cellular,23,oct,438,1,failure,1
66,retired,married,primary,no,3629,no,no,cellular,2,feb,474,1,other,1
60,management,married,tertiary,no,5041,no,no,telephone,4,nov,399,1,unknown,1
20,student,single,secondary,no,153,no,no,unknown,21,jun,100,1,unknown,1
58,unemployed,divorced,secondary,no,7798,no,no,unknown,18,jun,247,5,unknown,0
55,management,married,tertiary,no,10065,no,no,cellular,20,nov,197,5,failure,0
29,blue-collar,single,secondary,no,260,yes,no,unknown,2,jun,707,14,unknown,1
36,technician,married,secondary,no,-90,yes,no,cellular,28,jul,110,3,unknown,0
28,blue-collar,single,secondary,no,56,yes,no,unknown,23,may,66,1,unknown,0
83,retired,single,primary,no,1965,no,no,telephone,13,oct,1003,3,unknown,1
42,unemployed,married,unknown,no,970,yes,no,telephone,21,jul,691,10,unknown,1
39,technician,married,tertiary,no,1293,no,no,cellular,3,jun,140,2,unknown,1
29,unemployed,single,tertiary,no,1311,no,no,cellular,28,aug,622,1,unknown,1
26,unemployed,single,tertiary,no,3511,no,no,cellular,30,apr,439,2,unknown,1
50,services,married,secondary,no,2362,yes,yes,cellular,23,jul,59,4,unknown,0
34,blue-collar,divorced,secondary,no,383,yes,no,unknown,13,may,2231,1,unknown,1
42,management,married,primary,no,5310,yes,no,cellular,25,nov,968,2,success,1
37,blue-collar,single,primary,no,914,no,no,unknown,11,jun,72,1,unknown,0
48,unemployed,single,primary,no,63,no,no,cellular,30,jul,29,4,unknown,0
28,student,single,secondary,no,0,no,no,cellular,5,feb,15,8,unknown,0
61,management,married,tertiary,no,175,no,no,telephone,5,aug,270,2,unknown,1
38,admin.,single,secondary,no,262,no,no,cellular,3,feb,315,2,failure,1
36,admin.,single,secondary,no,185,yes,no,cellular,15,may,61,4,other,0
58,management,single,tertiary,no,2297,no,no,cellular,13,aug,96,2,unknown,0
43,blue-collar,married,primary,no,3917,no,no,cellular,2,mar,154,1,unknown,1
68,retired,divorced,primary,no,250,no,no,cellular,3,feb,360,1,unknown,1
29,blue-collar,single,primary,no,213,yes,no,unknown,6,jun,2653,3,unknown,1
28,unemployed,single,secondary,yes,-353,yes,no,unknown,12,may,89,3,unknown,0
58,housemaid,divorced,primary,no,3858,no,no,telephone,29,jul,53,6,unknown,0
54,retired,married,secondary,no,3538,no,no,cellular,27,may,820,1,unknown,1
63,technician,married,secondary,no,973,no,no,cellular,25,feb,318,1,success,1
46,blue-collar,divorced,primary,no,1927,yes,no,unknown,6,may,241,3,unknown,0
60,housemaid,married,secondary,no,0,no,no,telephone,3,aug,676,2,failure,1
50,management,married,tertiary,no,4278,no,no,cellular,17,nov,53,1,unknown,0
24,technician,single,secondary,no,409,yes,no,unknown,16,may,912,1,unknown,1
41,technician,married,secondary,no,188,no,yes,telephone,31,jul,15,25,unknown,0
57,technician,married,secondary,no,1158,no,no,unknown,17,nov,204,2,other,0
39,student,single,tertiary,no,2103,no,no,cellular,2,feb,588,1,unknown,1
30,services,single,secondary,no,1599,no,no,cellular,11,feb,152,2,unknown,1
29,blue-collar,married,secondary,no,-493,yes,no,cellular,18,may,536,2,failure,1
23,student,single,secondary,no,107,no,no,cellular,13,apr,256,5,success,1
44,technician,married,secondary,no,-102,no,yes,cellular,28,aug,65,4,unknown,0
53,blue-collar,married,secondary,no,25,no,no,cellular,22,aug,528,2,unknown,1
41,technician,single,tertiary,no,1646,yes,no,cellular,4,feb,261,1,success,1
40,self-employed,married,secondary,no,0,no,no,cellular,22,aug,55,6,unknown,0
31,unemployed,single,secondary,no,582,yes,no,cellular,5,jun,548,2,unknown,1
36,technician,single,secondary,no,1228,yes,no,cellular,4,may,303,3,unknown,1
43,management,single,tertiary,no,1304,no,no,cellular,6,aug,501,2,unknown,1
30,admin.,married,secondary,no,39,yes,no,cellular,28,jul,101,3,unknown,0
40,management,married,tertiary,no,66,no,no,cellular,13,aug,737,4,unknown,1
49,blue-collar,married,secondary,no,388,no,no,telephone,17,jul,265,2,unknown,0
30,management,single,secondary,no,2143,yes,yes,cellular,18,aug,514,10,unknown,0
34,entrepreneur,married,tertiary,no,0,yes,no,cellular,6,may,611,1,failure,1
35,management,married,tertiary,no,43,no,no,cellular,11,aug,917,4,unknown,1
39,admin.,married,secondary,no,6421,no,yes,unknown,20,may,661,1,unknown,0
38,technician,single,tertiary,no,0,no,no,cellular,6,aug,89,2,unknown,0
69,retired,married,secondary,no,2473,no,no,cellular,8,jul,967,3,unknown,1
45,management,married,unknown,no,2724,no,no,cellular,28,jun,359,2,success,1
27,technician,single,secondary,no,158,no,no,unknown,1,jul,650,2,unknown,1
46,blue-collar,married,secondary,no,1568,yes,no,cellular,2,jun,310,1,other,1
27,technician,married,secondary,no,639,yes,no,unknown,26,may,633,1,unknown,0
37,management,married,tertiary,no,2987,yes,no,cellular,13,may,216,1,success,1
40,blue-collar,married,secondary,no,5060,no,no,cellular,10,feb,154,2,success,1
53,technician,married,secondary,no,195,yes,no,cellular,19,may,472,1,success,1
44,blue-collar,married,primary,no,4031,yes,no,cellular,7,may,983,4,unknown,1
27,management,single,tertiary,no,10,no,no,cellular,9,feb,17,3,unknown,0
34,technician,married,tertiary,no,127,no,no,cellular,3,jun,117,1,unknown,1
25,student,single,secondary,no,1957,no,no,cellular,24,jun,1207,4,failure,1
60,retired,married,secondary,no,597,no,no,cellular,15,jul,981,1,unknown,1
55,retired,married,secondary,no,1504,yes,yes,cellular,17,nov,761,1,unknown,1
52,blue-collar,married,primary,no,649,yes,yes,unknown,20,jun,7,20,unknown,0
33,unemployed,married,tertiary,no,302,yes,yes,cellular,16,apr,670,1,unknown,0
33,management,single,tertiary,no,8514,no,no,cellular,16,oct,165,1,failure,0
24,services,married,secondary,no,45,yes,yes,unknown,23,may,465,1,unknown,0
39,technician,single,secondary,no,69,no,no,cellular,26,aug,183,3,unknown,0
28,technician,single,secondary,no,390,no,yes,cellular,23,jul,475,2,unknown,0
45,blue-collar,married,secondary,no,7895,yes,no,cellular,4,feb,872,1,unknown,1
41,management,married,tertiary,no,0,no,yes,unknown,16,may,330,4,unknown,0
44,management,married,tertiary,no,0,yes,no,cellular,20,aug,141,3,unknown,0
29,technician,single,secondary,no,1165,no,no,cellular,2,jun,245,1,unknown,1
25,admin.,single,secondary,no,1871,no,no,cellular,8,sep,260,1,success,1
35,management,married,tertiary,no,24,yes,no,cellular,20,aug,174,2,unknown,0
55,blue-collar,married,primary,no,835,yes,no,unknown,16,jun,40,18,unknown,0
58,blue-collar,married,secondary,no,0,no,no,cellular,18,aug,27,17,unknown,0
26,technician,married,secondary,no,-119,no,yes,cellular,9,jul,359,5,unknown,1
34,technician,married,secondary,no,427,no,no,cellular,3,feb,192,1,unknown,0
38,blue-collar,married,primary,no,-275,no,no,cellular,28,jul,165,3,unknown,0
46,blue-collar,married,secondary,no,6253,yes,no,cellular,9,jul,411,1,unknown,0
51,blue-collar,married,primary,no,0,no,no,unknown,8,may,384,1,unknown,0
48,technician,married,tertiary,no,310,no,no,unknown,6,may,135,1,unknown,0
32,blue-collar,married,secondary,no,2089,yes,no,cellular,14,nov,132,1,unknown,1
30,management,married,tertiary,no,5204,yes,no,cellular,19,nov,117,1,unknown,0
34,management,married,tertiary,no,3301,yes,no,cellular,17,jun,485,2,failure,1
75,retired,married,primary,no,358,no,no,cellular,17,feb,364,11,unknown,1
30,management,single,tertiary,no,424,no,no,cellular,16,apr,298,4,unknown,1
38,blue-collar,single,secondary,no,10,no,no,cellular,8,jul,84,3,unknown,0
34,services,married,secondary,no,305,yes,no,cellular,20,apr,212,2,unknown,0
34,services,married,secondary,no,1182,yes,no,unknown,28,may,124,1,unknown,0
59,admin.,married,secondary,no,1575,yes,no,cellular,22,aug,1241,11,unknown,1
39,blue-collar,single,primary,no,581,yes,no,cellular,27,feb,233,1,other,1
38,management,married,tertiary,no,3436,no,no,cellular,21,nov,663,4,unknown,1
56,retired,single,secondary,no,4365,no,no,unknown,20,jun,361,1,unknown,0
59,unemployed,married,secondary,no,1625,no,no,cellular,4,aug,198,1,success,1
30,self-employed,married,tertiary,no,543,yes,yes,unknown,4,jun,1449,6,unknown,1
31,management,single,tertiary,no,515,no,no,cellular,1,jun,296,5,unknown,1
32,technician,single,tertiary,no,-770,yes,no,cellular,18,may,618,1,unknown,1
38,technician,divorced,secondary,no,902,yes,no,cellular,4,may,301,3,success,1
59,retired,divorced,secondary,no,514,no,no,cellular,3,feb,261,1,unknown,1
58,blue-collar,married,primary,no,309,no,no,cellular,19,aug,156,2,unknown,0
33,management,married,tertiary,no,22867,yes,no,cellular,10,feb,165,1,success,0
59,self-employed,married,unknown,no,59,no,no,cellular,12,aug,171,2,unknown,0
31,management,single,tertiary,no,1,no,no,cellular,26,aug,107,5,unknown,0
32,management,married,tertiary,no,1544,yes,no,cellular,7,may,265,1,unknown,0
42,technician,single,unknown,no,11115,no,no,cellular,10,aug,187,1,success,1
23,student,single,secondary,no,1234,no,no,cellular,16,nov,250,1,unknown,1
39,blue-collar,married,secondary,no,62,yes,no,cellular,7,may,877,3,unknown,1
49,blue-collar,single,primary,no,566,yes,no,cellular,25,jul,979,2,unknown,1
49,entrepreneur,divorced,unknown,yes,-701,yes,no,cellular,30,jul,988,2,unknown,1
41,management,married,tertiary,no,0,no,no,cellular,11,aug,1242,5,unknown,1
26,student,single,tertiary,no,1134,no,no,cellular,21,apr,464,4,unknown,1
26,management,single,tertiary,no,3944,yes,no,cellular,14,may,974,2,unknown,1
48,unemployed,married,primary,no,0,no,no,cellular,21,nov,213,2,unknown,0
46,self-employed,married,secondary,no,548,no,no,cellular,12,aug,1181,4,unknown,1
40,technician,single,tertiary,no,39,no,no,cellular,5,aug,130,2,unknown,0
34,blue-collar,married,primary,no,358,yes,no,unknown,23,may,100,4,unknown,0
40,management,married,secondary,no,4396,no,no,cellular,12,aug,432,3,unknown,1
43,blue-collar,married,secondary,no,545,yes,no,cellular,21,nov,144,1,unknown,0
25,management,married,primary,no,168,yes,no,unknown,3,jun,801,1,unknown,1
34,technician,married,tertiary,no,3743,yes,no,cellular,18,may,722,4,unknown,1
48,management,divorced,tertiary,no,1492,yes,no,unknown,26,may,249,2,unknown,0
40,admin.,single,secondary,no,664,no,no,cellular,21,jul,1342,2,unknown,1
51,management,married,tertiary,no,1944,yes,no,unknown,27,may,217,2,unknown,0
40,management,single,tertiary,no,732,no,no,cellular,29,jan,148,2,unknown,0
33,blue-collar,married,secondary,no,0,yes,no,unknown,21,may,521,3,unknown,1
32,services,single,secondary,no,228,yes,no,unknown,20,may,257,1,unknown,0
31,management,divorced,tertiary,no,254,no,no,cellular,18,aug,1576,8,unknown,1
42,management,married,secondary,no,1079,no,no,cellular,19,aug,117,6,unknown,0
50,housemaid,married,secondary,no,388,no,no,cellular,11,mar,203,2,unknown,1
42,blue-collar,married,primary,no,1401,yes,no,unknown,5,jun,627,1,unknown,0
56,services,married,unknown,no,628,no,no,cellular,29,aug,96,2,unknown,0
39,blue-collar,married,secondary,no,785,yes,no,cellular,11,may,1232,2,unknown,1
40,management,married,secondary,no,2596,no,no,unknown,12,jun,236,1,unknown,0
33,management,married,tertiary,no,377,yes,no,unknown,5,may,217,1,unknown,0
28,housemaid,married,secondary,no,204,yes,no,cellular,24,jul,38,1,unknown,0
45,blue-collar,married,primary,no,1291,yes,no,cellular,28,aug,189,17,unknown,0
64,retired,married,secondary,no,1612,no,no,cellular,18,may,336,1,failure,1
49,management,married,secondary,no,99,yes,no,cellular,6,may,687,2,failure,1
33,blue-collar,single,secondary,no,-320,no,no,cellular,18,may,268,2,unknown,0
32,blue-collar,married,secondary,no,119,no,no,cellular,4,may,20,5,unknown,0
46,management,married,tertiary,no,0,no,no,cellular,3,mar,305,13,unknown,1
68,retired,married,primary,no,451,no,no,cellular,5,mar,373,1,unknown,1
51,entrepreneur,married,primary,no,1443,no,no,cellular,18,feb,172,10,unknown,1
42,management,married,primary,no,5310,yes,no,cellular,22,may,545,2,success,1
34,management,married,tertiary,no,828,no,yes,cellular,11,aug,1080,3,unknown,1
49,admin.,single,tertiary,no,228,yes,no,cellular,2,mar,368,1,unknown,1
28,self-employed,single,tertiary,no,159,no,no,cellular,16,nov,449,2,success,1
35,technician,single,secondary,no,1693,yes,no,cellular,10,feb,515,1,unknown,1
27,blue-collar,married,secondary,no,-330,yes,yes,cellular,14,may,88,1,failure,0
52,technician,married,secondary,no,306,no,no,cellular,25,aug,265,4,unknown,0
34,blue-collar,single,secondary,no,215,no,no,cellular,3,mar,350,3,unknown,1
33,technician,married,tertiary,no,326,yes,no,cellular,17,nov,238,1,unknown,0
45,blue-collar,married,secondary,no,-302,yes,no,unknown,27,may,78,1,unknown,0
34,services,married,primary,no,285,yes,no,cellular,3,feb,625,4,unknown,0
44,blue-collar,married,secondary,no,23,yes,no,unknown,12,may,388,2,unknown,0
30,services,single,primary,no,0,yes,yes,cellular,19,nov,686,1,unknown,1
39,management,married,tertiary,no,53,yes,no,cellular,29,oct,679,1,unknown,0
60,management,single,tertiary,no,560,no,no,cellular,15,may,730,5,unknown,1
55,management,married,tertiary,no,12972,no,no,telephone,18,aug,205,1,unknown,1
43,management,married,tertiary,no,1791,no,no,cellular,5,aug,254,1,unknown,1
31,self-employed,married,tertiary,no,170,no,yes,cellular,28,jul,98,16,unknown,0
39,admin.,single,tertiary,no,283,yes,no,cellular,18,nov,346,1,other,0
59,retired,married,secondary,no,-471,no,no,cellular,7,aug,86,6,unknown,0
47,blue-collar,married,secondary,no,820,no,no,cellular,19,oct,98,1,unknown,1
58,retired,married,primary,no,69,no,no,cellular,29,aug,76,8,unknown,0
48,blue-collar,married,secondary,no,1730,yes,no,cellular,4,may,361,1,success,1
49,services,married,secondary,no,2416,yes,no,cellular,16,apr,1366,1,unknown,1
30,services,single,secondary,no,1881,no,yes,unknown,26,jun,29,1,unknown,0
57,retired,married,primary,no,3401,yes,no,unknown,14,may,271,2,unknown,0
28,blue-collar,married,secondary,no,619,no,no,telephone,7,jul,327,2,unknown,0
43,entrepreneur,married,secondary,no,0,no,no,unknown,3,jun,1025,7,unknown,1
32,management,single,tertiary,no,6542,yes,no,cellular,15,may,1598,4,failure,1
43,services,married,secondary,no,0,yes,no,unknown,27,may,129,1,unknown,0
57,technician,divorced,secondary,no,470,no,no,cellular,5,aug,480,3,unknown,1
29,technician,married,secondary,no,492,yes,no,cellular,9,jul,259,1,unknown,0
32,management,single,secondary,no,131,yes,yes,cellular,23,jul,1152,2,unknown,1
54,management,divorced,secondary,no,300,yes,no,cellular,20,nov,562,2,unknown,1
42,technician,divorced,secondary,no,214,no,no,cellular,16,apr,127,1,unknown,1
44,technician,married,secondary,no,296,yes,yes,unknown,5,jun,169,1,unknown,0
36,blue-collar,married,primary,no,1010,yes,no,cellular,17,apr,372,1,unknown,0
35,blue-collar,single,unknown,no,484,no,no,cellular,8,jul,344,1,failure,1
56,technician,married,secondary,no,2847,no,no,cellular,8,apr,327,1,unknown,1
34,management,single,tertiary,no,2646,no,no,cellular,14,apr,142,1,unknown,1
30,admin.,married,secondary,no,692,yes,no,cellular,11,may,290,1,unknown,0
37,admin.,married,secondary,no,1110,yes,no,telephone,22,jul,802,11,unknown,1
24,unemployed,single,secondary,no,2573,no,no,cellular,24,may,375,2,unknown,1
31,blue-collar,single,secondary,no,-745,yes,no,unknown,13,may,227,1,unknown,0
39,admin.,married,secondary,no,150,no,no,cellular,3,jun,296,4,unknown,1
57,retired,divorced,tertiary,no,3875,no,no,cellular,19,nov,130,2,unknown,0
49,technician,married,tertiary,no,80,no,no,cellular,17,jul,123,1,unknown,0
48,admin.,single,secondary,no,1544,yes,no,telephone,30,jun,263,1,failure,1
53,admin.,single,secondary,no,654,no,no,unknown,10,jul,67,1,unknown,1
33,unemployed,married,tertiary,no,3335,no,no,cellular,18,aug,98,6,unknown,0
24,admin.,single,secondary,no,1295,no,no,cellular,22,jul,355,2,success,1
51,management,married,tertiary,no,2635,no,no,cellular,8,mar,209,2,success,0
31,services,single,secondary,no,1027,no,no,cellular,2,jul,217,3,unknown,1
30,management,single,tertiary,no,617,no,no,cellular,27,feb,192,2,unknown,1
43,management,married,tertiary,no,1751,yes,no,cellular,21,nov,146,4,unknown,0
59,blue-collar,married,primary,no,0,no,no,cellular,25,aug,128,5,unknown,0
54,admin.,divorced,secondary,no,1693,no,no,cellular,30,apr,1277,1,other,1
33,technician,married,tertiary,no,1699,no,no,cellular,4,aug,600,1,unknown,1
39,services,married,secondary,no,823,yes,yes,cellular,28,jul,780,2,unknown,0
58,management,married,tertiary,no,2261,yes,no,cellular,3,jun,1361,1,failure,0
30,management,single,secondary,no,222,yes,no,cellular,13,may,254,3,unknown,0
52,unemployed,married,secondary,no,94,no,no,cellular,30,apr,244,1,unknown,1
24,self-employed,single,tertiary,no,2376,no,no,cellular,27,apr,122,1,unknown,1
37,management,married,tertiary,no,238,no,no,cellular,3,nov,149,1,unknown,1
29,services,single,secondary,no,473,yes,yes,unknown,9,may,180,2,unknown,0
31,technician,married,secondary,no,510,yes,no,unknown,21,may,117,3,unknown,0
46,entrepreneur,married,unknown,no,676,yes,yes,unknown,15,may,106,3,unknown,0
48,technician,married,secondary,no,17,yes,yes,cellular,17,nov,81,1,unknown,0
55,retired,married,secondary,no,0,no,no,cellular,29,jan,636,1,unknown,0
37,unemployed,single,tertiary,no,1316,yes,no,cellular,10,mar,350,2,failure,1
